city/district,waste_type,waste_generated_(tons/day),recycling_rate_(%),population_density_(people/km²),municipal_efficiency_score_(1_10),disposal_method,cost_of_waste_management_(₹/ton),awareness_campaigns_count,landfill_name,"landfill_location_(lat,_long)",landfill_capacity_(tons),year,waste_reduction_initiatives,industrial_symbiosis_index,community_participation_score,green_technology_adoption,recycling_infrastructure_rating
Mumbai,Construction,8929,56,11191,5,Landfill,1498,14,Mumbai Landfill,"22.4265, 77.4931",45575,1970,6.292710144280364,5.680915948654284,6.276041887482448,5.426639249425911,51.74253181117037
Bengaluru,Construction,6105,83,18195,6,Incineration,2320,18,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,7.587450293081576,7.882259431175911,8.492554050704717,8.49713580589181,86.98310660440947
Jaipur,Construction,5821,79,2335,9,Landfill,3734,1,Jaipur Landfill,"11.6909, 94.4267",71127,1970,2.3671990595691983,6.6006155871116095,1.0,8.274071773305185,77.72343454694301
Vadodara,Organic,8038,72,21598,7,Recycling,1843,19,Vadodara Landfill,"31.3853, 71.6585",24927,1970,8.524210173172891,2.678790262096023,9.58258920521468,7.166693120884409,71.69935907945626
Kolkata,Organic,8041,71,17335,6,Composting,4200,6,Kolkata Landfill,"16.068, 72.6096",80985,1970,3.563347345890628,5.7959863313123545,4.975356638241625,7.402640312352929,75.10594404900333
Jaipur,Organic,6958,65,2335,5,Composting,1632,6,Jaipur Landfill,"11.6909, 94.4267",71127,1970,3.289474122237192,3.54488751392194,1.760514400933378,6.220504263435648,65.57391170860342
Patna,Construction,2770,38,16101,7,Composting,4725,1,Patna Landfill,"18.5496, 94.8411",67316,1970,1.8907065418390032,8.664119654408877,3.6910387586513274,3.462790989206229,38.35738943362095
Guwahati,E-Waste,9002,39,22866,8,Recycling,2298,17,Guwahati Landfill,"19.7894, 85.8429",60935,1970,8.386499490225809,8.292379507323885,8.911934176519276,4.075822925104074,39.53858950516147
Bengaluru,E-Waste,2167,61,18195,6,Recycling,4554,0,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,1.355309627690902,7.961050102925717,4.034222797375201,6.277531613883684,62.36413898012526
Mumbai,E-Waste,6915,41,11191,9,Incineration,2324,1,Mumbai Landfill,"22.4265, 77.4931",45575,1970,2.407920748764953,8.007892918173901,2.35935836042669,4.25434200549272,38.60941247280151
Nagpur,Organic,1890,52,19087,5,Incineration,4587,1,Nagpur Landfill,"35.7049, 71.8706",49830,1970,1.4162827270022522,3.3124243955270085,3.942016231698029,5.439066975939372,51.27992146248604
Pune,Plastic,2280,52,12547,9,Landfill,2575,6,Pune Landfill,"28.7237, 84.2278",49524,1970,4.139028961536006,8.136320119167733,4.417633233769676,5.323998485528983,50.93279938712167
Ludhiana,Organic,3139,43,8678,5,Composting,876,7,Ludhiana Landfill,"10.3062, 77.427",69241,1970,3.523883740417014,3.728850729295477,3.9917899423743854,4.161074726341037,41.53673652218294
Lucknow,Construction,3693,67,23465,7,Incineration,3089,3,Lucknow Landfill,"10.3904, 81.8808",80251,1970,2.7801292885430997,7.144443740625492,6.1132101270419215,6.796910690546656,71.09962419157185
Lucknow,Hazardous,6895,70,23465,5,Landfill,2047,18,Lucknow Landfill,"10.3904, 81.8808",80251,1970,7.990086989835175,8.321857882620655,9.072139940063355,7.499557703250439,70.00136563791497
Nashik,Plastic,7882,32,2929,7,Recycling,4400,4,Nashik Landfill,"14.6177, 91.4568",63245,1970,2.962291027916616,8.537722432173164,1.5251709091158654,3.4341512590416463,33.86486974190933
Rajkot,Plastic,9686,69,23232,9,Landfill,3744,15,Rajkot Landfill,"30.6193, 68.7432",62818,1970,7.928629368015139,8.11062342874328,8.336827643176509,6.69335342144101,68.10811257227768
Delhi,Plastic,763,75,14376,5,Recycling,1337,20,Delhi Landfill,"30.2591, 91.9376",74509,1970,8.544948215633081,7.073748468367299,7.613932662486693,7.580950379888179,77.21180084871462
Visakhapatnam,Plastic,5770,75,12359,10,Recycling,849,12,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,6.866582106616998,6.616760462258757,5.286275819459831,7.849959330503205,76.98033247791858
Visakhapatnam,Plastic,3074,77,12359,10,Composting,4735,14,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,7.478578004692253,8.098393285772259,6.207737463956809,8.02006750205565,75.57605354548215
Kolkata,E-Waste,1714,81,17335,7,Composting,2394,11,Kolkata Landfill,"16.068, 72.6096",80985,1970,5.430065260961457,8.7591975781241,6.5082892278541085,7.985597592513334,80.83824300426907
Thiruvananthapuram,Organic,4982,44,18418,10,Recycling,3279,6,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,4.592964162418504,3.734807112769381,5.492988288867826,4.2267947058577775,43.755885735757445
Kolkata,Organic,545,61,17335,5,Landfill,4082,13,Kolkata Landfill,"16.068, 72.6096",80985,1970,6.042660564780473,4.26466063491695,6.493250371028003,5.685103486119785,60.81720088498177
Bhopal,E-Waste,4863,45,4071,9,Incineration,3429,14,Bhopal Landfill,"18.3203, 75.8314",83130,1970,6.916729729714826,8.62300336839263,4.663775138942388,4.343957686557685,45.9937471810152
Jodhpur,Construction,3487,38,6465,10,Composting,4208,8,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,4.977774744160579,7.390747089336257,2.936473044254546,3.883252392312557,39.096639255109
Vadodara,E-Waste,6645,81,21598,7,Composting,2420,17,Vadodara Landfill,"31.3853, 71.6585",24927,1970,8.092924311808506,7.606775823212458,8.748387475801197,7.7186437657415805,80.17517236356704
Delhi,E-Waste,2395,43,14376,5,Composting,2005,1,Delhi Landfill,"30.2591, 91.9376",74509,1970,1.415951100529454,7.458945362854468,3.344505080064684,4.424614048114532,45.38109718868719
Nagpur,E-Waste,2774,57,19087,8,Composting,1765,9,Nagpur Landfill,"35.7049, 71.8706",49830,1970,5.024044483810585,8.252453216172555,5.760093412060687,5.477464679724954,55.54384580428936
Bhopal,E-Waste,9730,59,4071,8,Recycling,3752,10,Bhopal Landfill,"18.3203, 75.8314",83130,1970,5.53720689244735,8.892381209189798,3.073121003686423,5.742107620863594,56.36836836714499
Jaipur,Plastic,5518,33,2335,5,Incineration,835,2,Jaipur Landfill,"11.6909, 94.4267",71127,1970,1.8121650732348744,7.705134224441078,1.0,2.941223543373149,29.319844510988496
Jodhpur,Hazardous,1919,41,6465,7,Incineration,3313,3,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,2.751372246041578,6.278551238146963,2.3278150327089344,3.8714920025427113,38.64126175673477
Allahabad,E-Waste,4700,78,19181,6,Composting,4043,15,Allahabad Landfill,"35.9642, 87.6951",35432,1970,6.892602028110202,7.740857300288765,7.442974886250234,7.584541385676934,80.2555605012678
Meerut,Hazardous,6404,46,7178,8,Landfill,4365,20,Meerut Landfill,"14.3552, 72.9863",56989,1970,9.108780030413168,8.266345209533776,6.159173609721545,4.782532459537721,49.197076224192685
Thiruvananthapuram,Hazardous,684,34,18418,10,Composting,4166,20,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,9.93823146475148,9.221228960754132,9.26489889719018,3.4679742973160805,33.1035507673997
Nashik,E-Waste,5832,37,2929,8,Incineration,2774,8,Nashik Landfill,"14.6177, 91.4568",63245,1970,4.69715868305883,8.747388914499943,2.46366713280976,3.4759226943805466,34.16754588841471
Bhopal,Organic,6799,51,4071,5,Composting,1735,7,Bhopal Landfill,"18.3203, 75.8314",83130,1970,3.7727544670986912,4.535773041628778,2.862542422952612,5.509175264053586,51.6152253363784
Kanpur,Plastic,7631,30,18697,10,Composting,1798,0,Kanpur Landfill,"13.0189, 89.182",22690,1970,2.3743370938957797,5.948643249508033,3.870911784419254,3.250769649211056,30.843092167073124
Visakhapatnam,Construction,6216,61,12359,5,Recycling,4944,1,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,1.4307963839599676,8.435965569027672,2.828422829162154,6.563479947474328,60.0451785876144
Amritsar,E-Waste,3827,77,12612,9,Composting,1254,5,Amritsar Landfill,"22.6059, 88.4682",31477,1970,3.772680719093709,7.835992811359857,3.7730366492003578,7.284127662259382,79.78690905504887
Jaipur,E-Waste,9774,51,2335,10,Incineration,1909,7,Jaipur Landfill,"11.6909, 94.4267",71127,1970,4.953864285087299,5.370908507518861,2.6259517232815,4.88570756766089,49.48647204596815
Meerut,Organic,5457,78,7178,10,Recycling,4807,12,Meerut Landfill,"14.3552, 72.9863",56989,1970,6.997636957318778,4.995437566697942,4.154788233811709,7.976483749520604,77.36352494451477
Mumbai,Construction,4039,54,11191,9,Recycling,1252,12,Mumbai Landfill,"22.4265, 77.4931",45575,1970,6.387212603370972,6.776579009304159,5.304790847861767,4.938938016687666,52.070924410179614
Patna,Plastic,5289,80,16101,6,Composting,4814,2,Patna Landfill,"18.5496, 94.8411",67316,1970,2.029199598604364,7.969856880778929,3.682099488508414,8.404359774993857,81.74439400014596
Ludhiana,Construction,1412,62,8678,9,Landfill,3885,18,Ludhiana Landfill,"10.3062, 77.427",69241,1970,8.333285317863975,7.852652224586331,6.233110654608796,5.853899904693774,61.5209961559565
Amritsar,Construction,6718,69,12612,5,Recycling,635,1,Amritsar Landfill,"22.6059, 88.4682",31477,1970,1.4057273290587746,6.999579690731295,2.9569273883621863,6.570936402420848,67.40011898659613
Pune,Hazardous,5547,46,12547,7,Composting,1229,11,Pune Landfill,"28.7237, 84.2278",49524,1970,5.893814061039678,7.636377866270255,5.6306359081618895,4.244078786013199,47.00048093887314
Madurai,Construction,8475,33,19454,5,Landfill,4852,2,Madurai Landfill,"13.1884, 95.8263",51929,1970,1.7251557031973268,7.319144816505116,4.381148369205707,3.095824097496536,36.35734934674513
Ludhiana,Organic,6898,53,8678,9,Landfill,4725,10,Ludhiana Landfill,"10.3062, 77.427",69241,1970,5.475295134490268,4.691014336298558,4.732619949763887,5.686086108813517,52.20560936770802
Meerut,Plastic,7018,77,7178,6,Incineration,1216,16,Meerut Landfill,"14.3552, 72.9863",56989,1970,6.96000889317688,6.11497640646129,5.110976732906545,7.302842592157477,76.82381751194185
Indore,Construction,814,35,2929,6,Composting,2996,18,Indore Landfill,"24.6237, 95.1044",61142,1970,7.953526409791862,5.911002010003283,5.343839737668136,3.328179482797612,32.54311233746847
Jodhpur,E-Waste,1527,57,6465,8,Recycling,2550,16,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,7.752135203786952,9.448155865522406,5.759630221771329,6.174690596048551,59.65086421819016
Ranchi,Organic,2865,82,17422,9,Landfill,3272,14,Ranchi Landfill,"13.4978, 84.8338",98646,1970,7.243940280768793,5.239424327780586,7.1077900304483705,8.079040485383036,81.69740155953495
Guwahati,Construction,1243,47,22866,10,Composting,3422,10,Guwahati Landfill,"19.7894, 85.8429",60935,1970,6.223894026170781,8.08985450018672,7.089862948094119,5.027302149737246,47.97512059417344
Surat,E-Waste,7181,75,24032,7,Composting,870,3,Surat Landfill,"32.805, 89.0238",38471,1970,2.5462429421055432,6.460443124482043,5.916600479046619,7.050243009822983,73.02839238266435
Chennai,E-Waste,5763,67,21430,5,Landfill,1453,0,Chennai Landfill,"29.4633, 80.8873",65486,1970,1.0223473732607329,8.123173834962731,3.963001751674277,6.477012524325978,68.14748884200883
Vadodara,Plastic,1325,60,21598,6,Recycling,3482,20,Vadodara Landfill,"31.3853, 71.6585",24927,1970,9.096577040701328,9.109028067262024,9.858887636405584,6.1564096035006575,57.96824234602004
Jabalpur,Plastic,3200,58,7118,9,Recycling,602,13,Jabalpur Landfill,"20.0639, 89.516",63720,1970,6.577119563952497,7.562375086804863,4.664414309985994,5.418218622291088,57.87472084534553
Rajkot,Organic,3427,41,23232,8,Recycling,2693,17,Rajkot Landfill,"30.6193, 68.7432",62818,1970,7.934584270535609,4.698149884243726,9.275628906678165,4.5653027236304,42.49980047884742
Delhi,Construction,8566,34,14376,8,Landfill,2594,19,Delhi Landfill,"30.2591, 91.9376",74509,1970,8.988496932962168,6.885266292815706,7.482943664336833,3.828182098113952,33.852054272811245
Vadodara,E-Waste,4487,46,21598,7,Composting,989,7,Vadodara Landfill,"31.3853, 71.6585",24927,1970,4.07587528176866,6.174335345461065,6.296298953215215,4.575596191822008,45.67132958822922
Patna,Construction,2294,60,16101,7,Composting,1318,12,Patna Landfill,"18.5496, 94.8411",67316,1970,5.745367891141175,7.8676546914137955,5.921066740566243,6.001517960350166,60.52955062195596
Mumbai,Plastic,6932,81,11191,10,Incineration,2543,16,Mumbai Landfill,"22.4265, 77.4931",45575,1970,7.802486491399561,6.907872621982812,6.622869406008726,8.011191517994586,79.58195808473901
Meerut,Construction,3999,76,7178,10,Landfill,2118,3,Meerut Landfill,"14.3552, 72.9863",56989,1970,3.477225812787664,6.121057380865148,2.6022422039244795,7.656190692630011,74.74023089527238
Nagpur,Hazardous,4487,70,19087,8,Landfill,753,6,Nagpur Landfill,"35.7049, 71.8706",49830,1970,3.901877769300997,6.415567926433568,5.3242138403353225,6.761048526234847,71.64031637351097
Delhi,E-Waste,7516,84,14376,5,Composting,620,18,Delhi Landfill,"30.2591, 91.9376",74509,1970,7.367389044637313,6.840268071691257,7.494095934801142,8.656730167068568,82.36756551091607
Guwahati,Plastic,822,80,22866,6,Landfill,4966,13,Guwahati Landfill,"19.7894, 85.8429",60935,1970,6.101238550739249,8.6938890864195,8.340237167733678,7.576803048314422,81.62159729118342
Varanasi,E-Waste,837,81,7976,5,Recycling,740,15,Varanasi Landfill,"35.156, 83.0516",79314,1970,6.889511683796313,6.371247440803857,4.990603239787903,8.149868562776206,84.05606271877566
Kanpur,Organic,5690,31,18697,7,Incineration,916,14,Kanpur Landfill,"13.0189, 89.182",22690,1970,6.611255940160809,1.732735690640284,7.552455649517312,2.7254862967991507,31.533636792590805
Ranchi,Plastic,1270,34,17422,7,Landfill,1071,11,Ranchi Landfill,"13.4978, 84.8338",98646,1970,5.416163993314647,7.913904177180245,6.843287664589372,3.384020572509404,33.60921929764595
Agra,Hazardous,6628,64,4629,6,Recycling,687,5,Agra Landfill,"32.4069, 92.1176",82082,1970,3.011410932518204,5.907608623375488,2.2280965385379523,6.0562015079306,67.8468915896499
Jabalpur,Organic,6528,48,7118,9,Landfill,1862,9,Jabalpur Landfill,"20.0639, 89.516",63720,1970,5.260388534232041,3.752209557397825,3.8876715619519673,4.385056385489241,47.25464883209605
Nashik,Organic,9216,69,2929,7,Incineration,4245,7,Nashik Landfill,"14.6177, 91.4568",63245,1970,4.161162078081041,2.7294972388451613,2.078949728822345,6.530973742994175,69.40951776480357
Jabalpur,Construction,9076,37,7118,10,Landfill,1340,15,Jabalpur Landfill,"20.0639, 89.516",63720,1970,7.707846555471784,6.750591437113116,5.535436719662182,3.514918444588896,38.91558322894581
Thiruvananthapuram,Construction,9230,73,18418,8,Recycling,957,4,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,3.3745820011050016,5.885994198599006,5.086222294302587,7.457030498234107,68.96302427122272
Ranchi,Construction,2654,53,17422,8,Landfill,2074,16,Ranchi Landfill,"13.4978, 84.8338",98646,1970,7.981480549785617,7.365581085395953,7.395846586653546,5.065928450632119,53.4860094441088
Guwahati,Plastic,6340,47,22866,9,Incineration,2172,3,Guwahati Landfill,"19.7894, 85.8429",60935,1970,3.1006601213766567,6.385841039022399,5.341456756614176,4.554897683486554,44.63193888355488
Chennai,Hazardous,552,31,21430,7,Incineration,2450,2,Chennai Landfill,"29.4633, 80.8873",65486,1970,2.271160084707706,7.266216893880444,5.161178983558775,3.0233351441531977,34.17725385608719
Jaipur,Construction,9976,59,2335,5,Incineration,2344,15,Jaipur Landfill,"11.6909, 94.4267",71127,1970,6.412541590266531,7.150397640854728,4.183484011295904,6.197732263348214,61.14863602543112
Nagpur,Organic,3087,44,19087,8,Composting,1673,11,Nagpur Landfill,"35.7049, 71.8706",49830,1970,5.988765127034869,1.9242048055578984,7.167619961885426,4.734571790255627,44.14574819603103
Madurai,E-Waste,4955,31,19454,6,Landfill,4887,15,Madurai Landfill,"13.1884, 95.8263",51929,1970,7.0695921533119,9.881231664148874,8.101057632831445,2.9235304124854915,33.84100857454213
Hyderabad,Construction,5337,72,7927,7,Composting,4205,2,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.237919494506035,7.333921374823646,2.0283533695773954,6.999383373705348,73.32985432460349
Patna,Organic,1934,32,16101,6,Recycling,3517,20,Patna Landfill,"18.5496, 94.8411",67316,1970,8.819055207805551,3.865299442588075,8.389003008128817,3.3635235939134525,34.130343931428776
Delhi,Construction,7226,48,14376,8,Incineration,2360,11,Delhi Landfill,"30.2591, 91.9376",74509,1970,6.106582977954308,6.413470836202899,5.761181876332056,5.295631109498883,50.97822621665658
Mumbai,E-Waste,9189,57,11191,10,Landfill,1791,12,Mumbai Landfill,"22.4265, 77.4931",45575,1970,6.976484943050314,6.978329513934196,5.12791953947185,6.197628297402156,53.62531130577858
Agra,Plastic,6020,56,4629,5,Incineration,4148,0,Agra Landfill,"32.4069, 92.1176",82082,1970,1.091450050793172,9.157184296570511,1.0,5.527486454090268,56.72129578287159
Guwahati,E-Waste,9369,37,22866,9,Landfill,1382,12,Guwahati Landfill,"19.7894, 85.8429",60935,1970,6.425793107656658,8.78195837661315,7.507874689737904,3.81279583553651,37.06942749750512
Meerut,Plastic,4686,69,7178,7,Composting,3910,8,Meerut Landfill,"14.3552, 72.9863",56989,1970,4.43312828618042,8.192622738220697,3.1537908388760685,6.694067462176778,68.84186531627088
Ahmedabad,E-Waste,7663,74,9464,5,Landfill,4370,4,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,2.539976184222626,8.145707898442453,3.0135236110958687,7.662446958674868,76.90200287626267
Kolkata,E-Waste,9639,60,17335,10,Landfill,2743,11,Kolkata Landfill,"16.068, 72.6096",80985,1970,6.233735685099946,6.465737467158784,6.56985635065945,5.768562167453643,61.9556310993724
Delhi,Plastic,6770,66,14376,10,Landfill,3496,2,Delhi Landfill,"30.2591, 91.9376",74509,1970,2.897554908959476,7.151398459017773,3.8135467784055015,6.44190527810549,69.94508435357962
Nagpur,Hazardous,8145,57,19087,6,Recycling,4243,12,Nagpur Landfill,"35.7049, 71.8706",49830,1970,5.869449264888954,7.503110927425809,6.572967131684558,6.147161462900248,57.32097924794696
Madurai,E-Waste,2979,73,19454,5,Incineration,4480,7,Madurai Landfill,"13.1884, 95.8263",51929,1970,3.7310765400531984,7.019301797242695,5.686924912347716,6.894418897660481,74.19098179527852
Ranchi,Hazardous,4130,65,17422,8,Incineration,3340,17,Ranchi Landfill,"13.4978, 84.8338",98646,1970,7.705307044199615,7.293667346815478,8.023255153008169,6.965747209819748,65.27977446567826
Pune,E-Waste,8611,30,12547,9,Incineration,1359,5,Pune Landfill,"28.7237, 84.2278",49524,1970,3.888181588626463,6.052362907589915,4.140853819975774,3.3401080784392,29.60412454203064
Kanpur,Hazardous,3659,85,18697,10,Composting,967,19,Kanpur Landfill,"13.0189, 89.182",22690,1970,9.390774994201994,7.17727210237821,8.5378582633184,8.677393129888873,84.75253463980049
Madurai,E-Waste,586,48,19454,9,Landfill,1161,13,Madurai Landfill,"13.1884, 95.8263",51929,1970,6.877413095649344,8.458149781579689,6.87162539594371,4.702027216888241,46.44232591435913
Lucknow,Plastic,8714,53,23465,9,Incineration,4265,11,Lucknow Landfill,"10.3904, 81.8808",80251,1970,6.3832593893579626,8.591292431085158,7.843755096025675,5.038146653665697,55.5184664795736
Ludhiana,Hazardous,4330,42,8678,9,Composting,1341,10,Ludhiana Landfill,"10.3062, 77.427",69241,1970,5.956865137968471,8.763381444732616,3.861685398252898,4.341504481256251,46.03055022092128
Gwalior,Organic,5233,38,11280,10,Recycling,1146,5,Gwalior Landfill,"10.9566, 91.6565",54460,1970,3.9510099685660247,4.109768433270655,3.92228650300544,3.5508790998907003,38.48731444740543
Varanasi,Construction,526,63,7976,6,Landfill,2877,9,Varanasi Landfill,"35.156, 83.0516",79314,1970,4.475945950912083,6.561640182929773,4.196841088003998,6.329940586930233,67.36819346676091
Varanasi,Construction,525,73,7976,10,Composting,1044,16,Varanasi Landfill,"35.156, 83.0516",79314,1970,8.075445451560377,5.411134183398735,5.697786004507378,6.851293848981216,73.85637249562116
Lucknow,Plastic,9404,75,23465,9,Composting,1263,9,Lucknow Landfill,"10.3904, 81.8808",80251,1970,5.603004841985052,6.240871622272957,7.225593225658414,7.154492204004926,74.54504748009319
Bengaluru,Organic,3653,83,18195,5,Composting,3975,1,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,1.347609641143214,3.2153429430859397,3.5824294717766043,8.30035944621556,81.6501319624189
Guwahati,Organic,7866,47,22866,7,Incineration,2757,18,Guwahati Landfill,"19.7894, 85.8429",60935,1970,8.599570811478177,3.8196935416463766,9.190173670544668,4.381778867217362,49.34343582943232
Bengaluru,Organic,7135,79,18195,5,Incineration,3919,17,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,7.113742066468742,3.4742660785589754,8.427449708059736,8.179102586395787,81.12788197512171
Nashik,Organic,6136,37,2929,6,Landfill,2258,9,Nashik Landfill,"14.6177, 91.4568",63245,1970,4.588222662889039,4.964148859967144,2.788340139022688,3.541318645950052,36.16979942207326
Hyderabad,Plastic,4495,51,7927,5,Composting,1787,10,Hyderabad Landfill,"34.069, 82.1518",34239,1970,4.51886993153464,8.036652105677641,4.168291601035008,4.754925311143443,50.28665373164026
Chennai,Plastic,1858,61,21430,5,Incineration,4476,3,Chennai Landfill,"29.4633, 80.8873",65486,1970,2.065295153808644,6.997692782628531,5.006690690663411,5.684565378097238,62.3908049491006
Pune,Organic,7921,69,12547,7,Incineration,3569,7,Pune Landfill,"28.7237, 84.2278",49524,1970,4.052757772479806,4.757493784911862,4.506936438042724,6.974287575090211,70.00548961498163
Thiruvananthapuram,E-Waste,4682,46,18418,9,Incineration,4895,1,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,2.3683146703629907,9.47417554029381,3.878533946826437,4.69484737950191,41.64586990711429
Gwalior,Organic,549,32,11280,8,Composting,4300,7,Gwalior Landfill,"10.9566, 91.6565",54460,1970,4.306970954759497,4.896633997978652,4.3577221698122734,3.0648224702077984,32.55669726928934
Pune,Plastic,5594,76,12547,5,Landfill,4656,8,Pune Landfill,"28.7237, 84.2278",49524,1970,4.081280103593434,7.1466222645825885,5.009038301079633,7.41387549672247,74.8364359332159
Nagpur,Plastic,2872,47,19087,5,Incineration,1084,16,Nagpur Landfill,"35.7049, 71.8706",49830,1970,6.926531088268514,7.37309799221133,8.33793380324102,4.210284495935692,49.38547033083283
Bhopal,Organic,1025,48,4071,10,Composting,503,17,Bhopal Landfill,"18.3203, 75.8314",83130,1970,8.701091899853498,3.7746183123757753,4.598469494523062,5.034925847394894,47.68369231125536
Bhopal,Hazardous,8644,36,4071,8,Recycling,4560,11,Bhopal Landfill,"18.3203, 75.8314",83130,1970,5.904589654882396,8.647345652766948,3.4009381846917788,3.930949171055069,31.734808747690327
Chennai,Construction,8389,79,21430,10,Incineration,3449,20,Chennai Landfill,"29.4633, 80.8873",65486,1970,9.74731684644913,7.62399166283296,9.602787703499883,8.282914816518723,77.39006703829487
Nagpur,E-Waste,2446,34,19087,7,Landfill,3797,19,Nagpur Landfill,"35.7049, 71.8706",49830,1970,8.715916220607696,8.497358578699151,9.113721676221497,3.835484513527496,34.14639398200339
Indore,Plastic,4551,56,2929,7,Incineration,2510,0,Indore Landfill,"24.6237, 95.1044",61142,1970,1.5875511322642095,6.53108195824468,1.0,5.450819109335016,52.457862893823815
Indore,E-Waste,6111,66,2929,10,Incineration,2516,0,Indore Landfill,"24.6237, 95.1044",61142,1970,2.389303241405173,8.181170448019223,1.0,6.326521626036106,64.0492679454435
Varanasi,Plastic,7531,75,7976,5,Recycling,4035,5,Varanasi Landfill,"35.156, 83.0516",79314,1970,2.8152021390059394,9.564351486102494,3.026237669104205,7.930398420169325,73.45486250248752
Madurai,Construction,7446,57,19454,6,Incineration,1248,15,Madurai Landfill,"13.1884, 95.8263",51929,1970,6.803920346376966,7.464359952842152,8.19929400191507,5.865055989006631,56.77303870823572
Agra,E-Waste,5575,75,4629,7,Landfill,4423,19,Agra Landfill,"32.4069, 92.1176",82082,1970,8.58570825205736,8.38418194019716,5.522897754150698,7.081229634806673,76.10629831275841
Thiruvananthapuram,Organic,8515,64,18418,7,Incineration,4289,5,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,3.512832813721787,3.2505655125129014,5.388667554315245,6.720981017299141,65.7160283906043
Thiruvananthapuram,Plastic,3165,46,18418,9,Recycling,4394,2,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,2.8995945625726725,8.7195046852181,3.934489998686981,4.758717638727022,43.05173573591579
Lucknow,Construction,5748,73,23465,7,Composting,3385,4,Lucknow Landfill,"10.3904, 81.8808",80251,1970,2.977213092762878,7.132855595218727,5.641574073455718,7.266299412939818,75.01426667294632
Chennai,E-Waste,4255,31,21430,6,Landfill,3888,17,Chennai Landfill,"29.4633, 80.8873",65486,1970,7.694644226192453,9.362213683997764,8.96967627227475,2.651989351977708,29.77175486998337
Jaipur,Hazardous,5281,36,2335,9,Incineration,1944,10,Jaipur Landfill,"11.6909, 94.4267",71127,1970,5.8612035411626255,6.203974782155896,2.620085436787762,3.46739072869707,36.44867931355616
Patna,Hazardous,9560,50,16101,9,Incineration,3551,12,Patna Landfill,"18.5496, 94.8411",67316,1970,6.408645119637537,6.989878426753941,6.00150353019291,4.506877962219649,51.86625614468214
Pune,Construction,2012,45,12547,10,Landfill,2368,6,Pune Landfill,"28.7237, 84.2278",49524,1970,4.372316711521629,9.336544762817883,4.068473455408365,4.989451130965056,49.13581267632711
Meerut,E-Waste,1919,82,7178,6,Landfill,3446,0,Meerut Landfill,"14.3552, 72.9863",56989,1970,1.2399081284740767,8.776193190042331,1.0,8.679151555100615,79.15263472623215
Kanpur,Organic,4907,35,18697,10,Landfill,1193,14,Kanpur Landfill,"13.0189, 89.182",22690,1970,7.109962746806279,3.1106039983168645,7.644286611163267,3.524735637661432,32.771907099676014
Vadodara,Plastic,5125,37,21598,8,Landfill,3475,6,Vadodara Landfill,"31.3853, 71.6585",24927,1970,4.027526978954686,9.219964361789792,5.518785291455901,3.284688341875307,36.82786061441821
Meerut,E-Waste,3618,77,7178,9,Landfill,3695,0,Meerut Landfill,"14.3552, 72.9863",56989,1970,2.050364636942549,6.519786548326544,1.1872885006932177,8.02327321268003,71.59121673679445
Kolkata,Construction,7568,65,17335,5,Incineration,3770,0,Kolkata Landfill,"16.068, 72.6096",80985,1970,1.0917009260557573,8.015268113724199,3.845246925509161,6.071034889044002,65.10451698099497
Kolkata,Hazardous,8057,32,17335,5,Composting,2400,3,Kolkata Landfill,"16.068, 72.6096",80985,1970,2.163772581857605,8.665177579794374,4.172276811140181,2.9107931015500284,29.8787898672068
Pune,Construction,511,33,12547,5,Recycling,1998,6,Pune Landfill,"28.7237, 84.2278",49524,1970,3.2782257706864306,7.74571682428039,3.982216991311124,3.218607274918329,33.848787875722024
Gwalior,Hazardous,1014,51,11280,9,Recycling,1873,10,Gwalior Landfill,"10.9566, 91.6565",54460,1970,5.813837875555055,6.2736107110223855,5.013718230187149,4.931352218736317,46.147215858929584
Thiruvananthapuram,Hazardous,8160,78,18418,5,Landfill,4193,16,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,7.138591848194252,8.58120076234932,8.041294863093116,8.100980700403365,77.25883447519844
Guwahati,Organic,1976,39,22866,5,Composting,930,8,Guwahati Landfill,"19.7894, 85.8429",60935,1970,3.9167687955764623,2.893633870682483,6.990105841535687,3.81317251720772,38.200201875737726
